NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME
03/26/2020,Pappas Catering Dallas,Dallas,Dallas County WDA,11,03/24/2020,04/10/2020,Richardson
03/26/2020,Spitzer Industries-Brookshire,Waller,Gulf Coast WDA,53,03/26/2020,04/13/2020,Brookshire
03/26/2020,Pappasito's 06,Harris,Gulf Coast WDA,150,03/16/2020,04/14/2020,Humble
03/26/2020,Pappadeaux Seafood Kitchen 03,Travis,Capital Area WDA,125,03/22/2020,04/08/2020,Austin
03/26/2020,The Pearl South Padre,Cameron,Cameron County WDA,105,03/27/2020,04/01/2020,South Padre Is.
03/26/2020,Tinseltown Movies 17,Tarrant,Tarrant County WDA,70,03/26/2020,05/04/2020,Grapevine
03/26/2020,Pappas Bar-B-Q 05,Dallas,Dallas County WDA,35,03/16/2020,04/10/2020,Dallas
03/26/2020,Pappasito's 20,Tarrant,Tarrant County WDA,91,03/16/2020,04/10/2020,Dallas
03/26/2020,Pappas Bros. Steakhouse 2,Dallas,Dallas County WDA,101,03/19/2020,04/10/2020,Dallas
03/26/2020,Pappasito's 07,Harris,Gulf Coast WDA,95,03/16/2020,04/14/2020,Houston
03/26/2020,Pappasito's 08,Harris,Gulf Coast WDA,151,03/16/2020,04/14/2020,Houston
03/26/2020,Cinemark 12 Sherman,Grayson,Texoma WDA,39,03/26/2020,05/04/2020,Sherman
03/26/2020,Little Pappasito's,Harris,Gulf Coast WDA,109,03/16/2020,04/14/2020,Houston
03/26/2020,Century 12 Abilene,Jones,West Central WDA,23,03/26/2020,05/04/2020,Abilene
03/26/2020,Pappasito's 15,Tarrant,Tarrant County WDA,136,04/17/2020,04/13/2020,Ft. Worth
03/26/2020,Pappadeaux Seafood Kitchen 27,Montgomery,Gulf Coast WDA,186,03/26/2020,04/13/2020,Shenandoah
03/26/2020,Pappadeaux Seafood Kitchen 22,Harris,Gulf Coast WDA,99,03/22/2020,04/13/2020,Houston
03/26/2020,Pappadeaux Seafood Kitchen 10,Harris,Gulf Coast WDA,167,03/16/2020,04/13/2020,Houston
03/26/2020,Pappadeaux Seafood Kitchen 11,Dallas,Dallas County WDA,165,03/21/2020,04/10/2020,Dallas
03/26/2020,Pappadeaux Seafood Kitchen 07,Dallas,Dallas County WDA,180,03/16/2020,04/09/2020,Richardson
03/26/2020,Pappadeaux Seafood Kitchen 32,Harris,Gulf Coast WDA,78,03/22/2020,04/13/2020,Houston
03/26/2020,Pappas Catering Austin,Travis,Capital Area WDA,17,03/24/2020,04/09/2020,Austin
03/26/2020,Cinemark Montana 14,El Paso,Borderplexjobs WDA,74,03/26/2020,05/04/2020,El Paso
03/26/2020,Pappasito's 09,Travis,Capital Area WDA,128,03/16/2020,04/09/2020,Austin
03/26/2020,Pappadeaux Seafood Kitchen 09,Harris,Gulf Coast WDA,184,03/16/2020,04/13/2020,Houston
03/26/2020,Pappadeaux Seafood Kitchen 12,Bexar,Alamo WDA,213,03/25/2020,04/08/2020,San Antonio
03/26/2020,Cinemark West,El Paso,Borderplexjobs WDA,66,03/26/2020,05/04/2020,El Paso
03/26/2020,Pappadeaux Seafood Kitchen 1,Harris,Gulf Coast WDA,95,03/21/2020,04/13/2020,Houston
03/26/2020,Pappadeaux Seafood Kitchen 39,Travis,Capital Area WDA,123,03/17/2020,04/09/2020,Austin
03/26/2020,Pappadeaux Seafood Kitchen 05,Harris,Gulf Coast WDA,178,03/16/2020,04/13/2020,Stafford
03/26/2020,Pappadeaux Seafood Kitchen 06,Dallas,Dallas County WDA,146,03/22/2020,04/09/2020,Dallas
03/26/2020,Pappasito's 13,Dallas,Dallas County WDA,121,03/16/2020,04/10/2020,Dallas
03/26/2020,Pappadeaux Seafood Kitchen 16,Tarrant,Tarrant County WDA,186,03/17/2020,04/13/2020,Fort Worth
03/26/2020,Pappadeaux Seafood Kitchen 18,Tarrant,Tarrant County WDA,90,03/21/2020,04/13/2020,Bedford
03/26/2020,Pappadeaux Seafood Kitchen 36,Tarrant,Tarrant County WDA,154,,04/13/2020,Grapevine
03/26/2020,Pappadeaux Seafood Kitchen 29,Dallas,Dallas County WDA,161,03/16/2020,04/10/2020,Duncanville
03/26/2020,Pappadeaux Seafood Kitchen 41,Harris,Gulf Coast WDA,113,03/17/2020,04/14/2020,Houston
03/26/2020,Pappadeaux Seafood Kitchen 37,Harris,Gulf Coast WDA,140,03/16/2020,04/14/2020,Houston
03/26/2020,Cinemark Movie Bistro,El Paso,Borderplexjobs WDA,35,03/26/2020,05/04/2020,El Paso
03/26/2020,Pappadeaux Seafood Kitchen 02,Harris,Gulf Coast WDA,100,03/16/2020,04/13/2020,Houston
03/26/2020,Pappadeaux Seafood Kitchen 08,Tarrant,Tarrant County WDA,155,03/18/2020,04/13/2020,Arlington
03/26/2020,Pappadeaux Seafood Kitchen 40,Bexar,Alamo WDA,231,03/25/2020,04/08/2020,San Antonio
03/26/2020,Cinemark Abilene,Jones,West Central WDA,36,03/26/2020,05/04/2020,Abilene
03/26/2020,Pappasito's 05,Dallas,Dallas County WDA,116,03/16/2020,04/10/2020,Richardson
03/26/2020,Pappadeaux Seafood Kitchen 28,Harris,Gulf Coast WDA,74,03/19/2020,04/13/2020,Houston
03/26/2020,Cielo Vista Mall 14,El Paso,Borderplexjobs WDA,53,03/26/2020,05/04/2020,El Paso
03/26/2020,Pappadeaux Seafood Kitchen 21,Collin,North Central Texas WDA,165,03/16/2020,04/10/2020,Dallas
03/26/2020,Pappas Catering San Antonio,Bexar,Alamo WDA,27,03/24/2020,04/08/2020,San Antonio
03/26/2020,Pappasito's 16,Tarrant,Tarrant County WDA,127,03/18/2020,04/13/2020,Arlington
03/26/2020,Pappas Delta Blues - Houston,Harris,Gulf Coast WDA,97,03/21/2020,04/21/2020,Webster
03/26/2020,Cornerstone Community-Weatherford,Parker,North Central Texas WDA,4,05/29/2020,05/04/2020,Weatherford
03/26/2020,Cornerstone Community-Mulberry,Wise,North Central Texas WDA,7,05/29/2020,05/04/2020,Decatur
03/26/2020,Cornerstone Community-Mineral Wells,Palo Pinto,North Central Texas WDA,10,05/29/2020,05/04/2020,Mineral Wells
03/26/2020,Cornerstone Community-Boyd,Wise,North Central Texas WDA,4,05/29/2020,05/04/2020,Boyd
03/26/2020,Cornerstone Community-Decatur,Wise,North Central Texas WDA,2,05/29/2020,05/04/2020,Decatur
03/26/2020,Pappasito's 03,Fort Bend,Gulf Coast WDA,135,03/16/2020,04/14/2020,Sugarland
03/26/2020,Tinseltown Lubbock,Lubbock,South Plains WDA,67,03/26/2020,05/01/2020,Lubbock
03/26/2020,Cinemark Pharr 16,Hidalgo,Lower Rio Grande Valley WDA,54,03/26/2020,04/29/2020,Pharr
03/26/2020,Pappas Burger 1,Harris,Gulf Coast WDA,90,03/16/2020,04/21/2020,Houston
03/26/2020,Cinemark - Allen 16,Collin,North Central Texas WDA,53,03/26/2020,05/04/2020,Allen
03/26/2020,Movies 12  Texas City,Galveston,Gulf Coast WDA,26,03/26/2020,04/29/2020,Texas City
03/26/2020,Tinseltown Jacinto City,Harris,Gulf Coast WDA,50,03/26/2020,04/29/2020,Houston
03/26/2020,Ridgmar 13,Tarrant,Tarrant County WDA,56,03/26/2020,05/04/2020,Fort Worth
03/26/2020,Tinseltown The Woodlands,Montgomery,Gulf Coast WDA,71,03/26/2020,04/29/2020,The Woodlands
03/26/2020,Cinemark San Antonio 16,Bexar,Alamo WDA,21,03/26/2020,04/24/2020,San Antonio
03/26/2020,Tinseltown USA 290,Harris,Gulf Coast WDA,78,03/26/2020,04/29/2020,Houston
03/26/2020,Cinemark 14 Wichita Falls,Archer,North Texas WDA,46,03/26/2020,04/29/2020,Wichita Falls
03/26/2020,Pappas Bar-B-Q 14,Harris,Gulf Coast WDA,40,03/16/2020,04/20/2020,Houston
03/26/2020,Pappas Bros. Steakhouse 3,Harris,Gulf Coast WDA,94,03/17/2020,04/21/2020,Houston
03/26/2020,Cinemark Frisco Square,Collin,North Central Texas WDA,64,03/26/2020,05/04/2020,Frisco
03/26/2020,Pappas Bar-B-Q 15,Harris,Gulf Coast WDA,19,03/20/2020,04/20/2020,Houston
03/26/2020,Movies 14 McKinney,Collin,North Central Texas WDA,45,03/26/2020,05/04/2020,McKinney
03/26/2020,Pappas Bar-B-Q 19,Harris,Gulf Coast WDA,29,03/16/2020,04/20/2020,Houston
03/26/2020,Pappas Bar-B-Q 20,Harris,Gulf Coast WDA,40,03/16/2020,04/20/2020,Houston
03/26/2020,Pappas Bar-B-Q 21,Harris,Gulf Coast WDA,17,03/16/2020,04/21/2020,Houston
03/26/2020,CUT! by Cinemark,Collin,North Central Texas WDA,172,03/26/2020,05/04/2020,Frisco
03/26/2020,Cinemark West Plano,Collin,North Central Texas WDA,165,03/26/2020,05/04/2020,Plano
03/26/2020,Pappas Bar-B-Q 22,Harris,Gulf Coast WDA,40,03/16/2020,04/21/2020,Houston
03/26/2020,Cinema 6 Cleburn,Johnson,North Central Texas WDA,15,03/26/2020,05/04/2020,Cleburne
03/26/2020,Subway - (Pappas HOU Airport),Harris,Gulf Coast WDA,85,03/16/2020,04/22/2020,Houston
03/26/2020,Cinema 6 Stephenville,Erath,North Central Texas WDA,20,03/26/2020,05/04/2020,Stephenville
03/26/2020,Cinemark Central Plano,Collin,North Central Texas WDA,52,03/26/2020,05/04/2020,Plano
03/26/2020,Pappas Bros. Steakhouse 1,Harris,Gulf Coast WDA,110,03/21/2020,04/21/2020,Houston
03/26/2020,Cinemark 15 @ Vista,Denton,North Central Texas WDA,39,03/26/2020,05/04/2020,Lewisville
03/26/2020,Cinemark 14 Roanoke,Denton,Tarrant County WDA,69,03/26/2020,05/04/2020,Roanoke
03/26/2020,Cinemark 14 Denton,Denton,North Central Texas WDA,52,03/26/2020,05/04/2020,Denton
03/26/2020,Cinemark 14 Cedar Hill,Dallas,Dallas County WDA,29,03/26/2020,05/04/2020,Cedar Hill
03/26/2020,Cinemark (The Legacy),Collin,North Central Texas WDA,96,03/26/2020,05/04/2020,Plano
03/26/2020,Main Place 6,Hidalgo,Lower Rio Grande Valley WDA,17,03/26/2020,04/29/2020,McAllen
03/26/2020,Pappas Bar-B-Q 23,Harris,Gulf Coast WDA,47,03/17/2020,04/21/2020,Pasadena
03/26/2020,Barry's Pizza (Pappas),Harris,Gulf Coast WDA,23,03/16/2020,04/22/2020,Houston
03/26/2020,Dot Coffee Shop (Pappas -Woodridge),Harris,Gulf Coast WDA,88,03/20/2020,04/22/2020,Houston
03/26/2020,Dot Coffee Shop (Pappas -Federal),Harris,Gulf Coast WDA,80,03/20/2020,04/22/2020,Houston
03/26/2020,Yia Yia Mary's Greek Kitchen (Pappas - San Felipe),Harris,Gulf Coast WDA,83,03/21/2020,04/22/2020,Houston
03/26/2020,Yia Yia Mary's Greek Kitchen (Pappas - Airport),Harris,Gulf Coast WDA,18,03/16/2020,04/22/2020,Houston
03/26/2020,Chick-fll-A (Pappas),Harris,Gulf Coast WDA,33,03/16/2020,04/22/2020,Houston
03/26/2020,Dunkin Donuts/Baskin Robbins (Pappas),Harris,Gulf Coast WDA,23,03/16/2020,04/22/2020,Houston
03/26/2020,Gordon's Galley (Pappas),Harris,Gulf Coast WDA,24,03/16/2020,04/22/2020,Houston
03/26/2020,Cinemark Edinburg,Hidalgo,Lower Rio Grande Valley WDA,64,03/26/2020,04/29/2020,Edinburg
03/26/2020,Ruby's (Pappas),Harris,Gulf Coast WDA,87,03/20/2020,04/22/2020,Houston
03/26/2020,Pappas Seafood House (NASA),Harris,Gulf Coast WDA,149,03/17/2020,04/22/2020,Webster
03/26/2020,Pappas Restaurants Corporate,Harris,Gulf Coast WDA,124,03/20/2020,04/23/2020,Houston
03/26/2020,Pappas Distribution/Trades Offices - 1,Harris,Gulf Coast WDA,129,03/27/2020,04/23/2020,Houston
03/26/2020,Pappas Distribution/Trades Offices - 2,Harris,Gulf Coast WDA,23,03/27/2020,04/23/2020,Houston
03/26/2020,Pappas Distribution/Trades Offices - 3,Harris,Gulf Coast WDA,60,03/27/2020,04/23/2020,Houston
03/26/2020,Pappas Bread and Dessert Bakeries,Harris,Gulf Coast WDA,99,03/11/2020,04/23/2020,Houston
03/26/2020,Pappas Pappas Bar-B-Q Catering,Harris,Gulf Coast WDA,20,03/24/2020,04/23/2020,Houston
03/26/2020,Pappas Catering Houston,Harris,Gulf Coast WDA,25,03/24/2020,04/23/2020,Houston
03/26/2020,Pappas Confectionary/ Delivery,Harris,Gulf Coast WDA,107,03/25/2020,04/23/2020,Houston
03/26/2020,Hunan (Pappas),Harris,Gulf Coast WDA,19,03/16/2020,04/22/2020,Houston
03/26/2020,Movies 4,Howard,Permian Basin WDA,11,03/26/2020,04/30/2020,Big Spring
03/26/2020,Movies 10 Weslaco,Hidalgo,Lower Rio Grande Valley WDA,32,03/26/2020,04/30/2020,Weslaco
03/26/2020,Movies 17,Hidalgo,Gulf Coast WDA,28,03/26/2020,04/30/2020,McAllen
03/26/2020,Little Pappas Seafood House,Harris,Gulf Coast WDA,52,03/21/2020,04/21/2020,Houston
03/26/2020,Town Centre Cinema 6,Hale,South Plains WDA,12,03/26/2020,05/01/2020,Plainview
03/26/2020,Movies 16,Lubbock,South Plains WDA,30,03/26/2020,05/01/2020,Lubbock
03/26/2020,Cinemark Cedar Park 12,Williamson,Rural Capital WDA,72,03/26/2020,04/30/2020,Cedar Park
03/26/2020,Pappas Burger 2,Harris,Gulf Coast WDA,112,03/26/2020,04/21/2020,Houston
03/26/2020,Tinseltown USA Beaumont,Jefferson,South East Texas WDA,68,03/26/2020,04/30/2020,Beaumont
03/26/2020,Pappas Shrimp Shack,Harris,Gulf Coast WDA,46,03/20/2020,04/22/2020,Houston
03/26/2020,Cinemark 14 Round Rock,Williamson,Rural Capital WDA,52,03/26/2020,04/30/2020,Round Rock
03/26/2020,Mall de Las Aguilas 7,Maverick,Middle Rio Grande WDA,23,03/26/2020,04/30/2020,Eagle Pass
03/26/2020,Century 12 Odessa,Ector,Permian Basin WDA,24,03/26/2020,04/30/2020,Odessa
03/26/2020,Hollywood USA - Amarillo,Potter,Panhandle WDA,35,03/26/2020,04/30/2020,Amarillo
03/26/2020,Movies 8 Paris,Lamar,North East Texas WDA,15,03/26/2020,04/30/2020,Paris
03/26/2020,Cinemark 14 Texarkana,Bowie,North East Texas WDA,48,03/26/2020,04/30/2020,Texarkana
03/26/2020,Movies 8 Del Rio,Val Verde,Middle Rio Grande WDA,21,03/26/2020,04/30/2020,Del Rio
03/26/2020,Pappas Seafood House (FM 1960),Harris,Gulf Coast WDA,152,03/16/2020,04/22/2020,Humble
03/26/2020,Tinseltown Mission,Hidalgo,Lower Rio Grande Valley WDA,23,03/26/2020,04/30/2020,Mission
03/26/2020,Cinemark Rockwall 14 and XD,Rockwall,North Central Texas WDA,54,03/26/2020,05/04/2020,Rockwall
03/26/2020,Movies 8 Round Rock,Williamson,Rural Capital WDA,23,03/26/2020,04/30/2020,Round Rock
03/26/2020,Pappas Bar-B-Q 06,Harris,Gulf Coast WDA,39,03/16/2020,04/15/2020,Houston
03/26/2020,Cinemark Southpark Meadows,Travis,Capital Area WDA,58,03/26/2020,04/28/2020,Austin
03/26/2020,Fossil Group,Dallas,Dallas County WDA,222,03/30/2020,03/30/2020,Dallas
03/26/2020,Kirchhoff Automotive,Dallas,Dallas County WDA,148,03/20/2020,03/27/2020,Garland
03/26/2020,Hollywood USA Movies 15,Dallas,Dallas County WDA,20,03/26/2020,04/28/2020,Garland
03/26/2020,Pappas Bar-B-Q 02,Harris,Gulf Coast WDA,50,03/16/2020,04/15/2020,Houston
03/26/2020,Cinemark Grand Prairie,Dallas,Dallas County WDA,54,03/26/2020,04/28/2020,Grand Prairie
03/26/2020,Pappas Bar-B-Q 03,Harris,Gulf Coast WDA,32,03/16/2020,04/15/2020,Houston
03/26/2020,Lewis Energy-Encinal,La Salle,Middle Rio Grande WDA,187,05/01/2020,04/15/2020,Encinal
03/26/2020,Cinemark McKinney,Collin,North Central Texas WDA,67,03/26/2020,05/04/2020,McKinney
03/26/2020,"Tincup Water Solutions, LLC",Wilson,Alamo WDA,127,03/24/2020,03/30/2020,Stockdale
03/26/2020,McCreless Mall 10,Bexar,Alamo WDA,21,03/26/2020,04/24/2020,San Antonio
03/26/2020,North East Mall 18,Tarrant,Tarrant County WDA,62,03/26/2020,05/04/2020,Hurst
03/26/2020,Tinseltown San Angelo,Tom Green,Concho Valley WDA,47,03/26/2020,04/28/2020,San Angelo
03/26/2020,Harker Heights 16,Bell,Central Texas WDA,48,03/26/2020,04/28/2020,Harker Heights
03/26/2020,Cinemark Temple 12,Bell,Central Texas WDA,43,03/26/2020,04/28/2020,Temple
03/26/2020,Cinemark Stone Hill Town Center,Travis,Capital Area WDA,29,03/26/2020,04/28/2020,Pflugerville
03/26/2020,Cinemark 12 and XD,Johnson,Tarrant County WDA,53,03/26/2020,05/04/2020,Mansfield
03/26/2020,Pappas Bar-B-Q 04,Harris,Gulf Coast WDA,58,03/16/2020,04/15/2020,Houston
03/26/2020,Pappasito's 19,Harris,Gulf Coast WDA,28,03/16/2020,04/15/2020,Houston
03/26/2020,Pappasito's 18,Harris,Gulf Coast WDA,29,03/16/2020,04/14/2020,Houston
03/26/2020,Suitsupply-Houston,Harris,Gulf Coast WDA,15,03/29/2020,04/14/2020,Houston
03/26/2020,Suitsupply-The Woodlands,Montgomery,Gulf Coast WDA,6,03/29/2020,04/14/2020,The Woodlands
03/26/2020,Cinemark 12 Cypress,Harris,Gulf Coast WDA,67,03/26/2020,04/28/2020,Cypress
03/26/2020,Brazos Town Center 12,Fort Bend,Gulf Coast WDA,34,03/26/2020,04/28/2020,Rosenberg
03/26/2020,Pappasito's 14,Harris,Gulf Coast WDA,128,03/16/2020,04/14/2020,Houston
03/26/2020,Victoria Mall,Victoria,Golden Crescent WDA,23,03/26/2020,04/28/2020,Victoria
03/26/2020,Hydraulic Fracturing Facility,Midland,Permian Basin WDA,388,03/26/2020,03/30/2020,Midland
03/26/2020,Suitsupply-Plano,Collin,North Central Texas WDA,9,03/29/2020,04/15/2020,Plano
03/26/2020,Pappas Bar-B-Q 08,Harris,Gulf Coast WDA,43,03/16/2020,04/15/2020,Houston
03/26/2020,Pappasito's 21,Harris,Gulf Coast WDA,117,03/16/2020,04/15/2020,Houston
03/26/2020,Cinemark Lufkin 12,Angelina,Deep East Texas WDA,28,03/26/2020,04/28/2020,Lufkin
03/26/2020,Pappasito's 22,Harris,Gulf Coast WDA,117,03/16/2020,04/15/2020,Houston
03/26/2020,Movies 14 Lancaster,Dallas,Dallas County WDA,54,03/26/2020,04/28/2020,Lancaster
03/26/2020,Pappasito's 23,Montgomery,Gulf Coast WDA,180,03/17/2020,04/15/2020,Shenandoah
03/26/2020,Pappas Bar-B-Q 01,Harris,Gulf Coast WDA,44,03/16/2020,04/15/2020,Houston
03/26/2020,MicroStar Quality Services,Maverick,Middle Rio Grande WDA,74,03/27/2020,03/30/2020,Eagle Pass
03/26/2020,Athens Cinema 4,Henderson,East Texas WDA,9,03/26/2020,04/28/2020,Athens
03/26/2020,Cinemark Webster,Harris,Gulf Coast WDA,77,03/26/2020,04/29/2020,Webster
03/26/2020,Cinemark at Market Street,Montgomery,Gulf Coast WDA,15,03/26/2020,04/28/2020,The Woodlands
03/26/2020,Cinemark Brownsville,Cameron,Cameron County WDA,57,03/26/2020,04/27/2020,Brownsville
03/26/2020,Cinemark Houston,Harris,Gulf Coast WDA,53,03/26/2020,04/28/2020,Houston
03/26/2020,Movies 10 Brownsville,Cameron,Cameron County WDA,30,03/26/2020,04/27/2020,Brownsville
03/26/2020,Cinemark New Caney and XD,Montgomery,Gulf Coast WDA,43,03/26/2020,04/28/2020,New Caney
03/26/2020,Cinemark 17,Dallas,Dallas County WDA,58,03/26/2020,04/28/2020,Dallas
03/26/2020,Cinemark 19,Fort Bend,Gulf Coast WDA,61,03/26/2020,04/28/2020,Katy
03/26/2020,Tinseltown USA Pflugerville,Travis,Capital Area WDA,97,03/26/2020,04/28/2020,Pflugerville
03/26/2020,Cinemark Harlingen,Cameron,Cameron County WDA,68,03/26/2020,04/27/2020,Harlingen
03/26/2020,Cinemark Spring Town Center,Harris,Gulf Coast WDA,27,03/26/2020,04/28/2020,Spring
03/26/2020,Movies 18,Brazos,Brazos Valley WDA,69,03/26/2020,04/27/2020,College Station
03/26/2020,Pappas Bar-B-Q 09,Harris,Gulf Coast WDA,59,03/16/2020,04/15/2020,Humble
03/26/2020,Century 16 XD and IMAX,Nueces,Coastal Bend WDA,88,03/26/2020,04/28/2020,Corpus Christi
03/26/2020,Cinemark Hill Country Galleria,Travis,Capital Area WDA,44,03/26/2020,04/27/2020,Austin
03/26/2020,Pappas Bar-B-Q 10,Harris,Gulf Coast WDA,31,03/16/2020,04/15/2020,Webster
03/26/2020,Movies 12 Laredo,Webb,South Texas WDA,29,03/26/2020,05/04/2020,Laredo
03/26/2020,Cinemark Mall Del Norte,Webb,South Texas WDA,54,03/26/2020,05/04/2020,Laredo
03/26/2020,Movies 10 Harlingen,Cameron,Cameron County WDA,22,03/26/2020,04/27/2020,Harlingen
03/26/2020,Pappas Bar-B-Q 12,Harris,Gulf Coast WDA,46,03/16/2020,04/16/2020,Houston
03/26/2020,Hollywood USA,Harris,Gulf Coast WDA,64,03/26/2020,04/29/2020,Pasadena
03/26/2020,Pappas Bar-B-Q 13,Harris,Gulf Coast WDA,39,03/16/2020,04/20/2020,Houston
03/26/2020,Cinemark @ Alliance Towne Center,Tarrant,Tarrant County WDA,64,03/26/2020,05/04/2020,Fort Worth
03/25/2020,Quick Weight Loss Centers - Conroe,Montgomery,Gulf Coast WDA,4,03/25/2020,04/07/2020,Conroe
03/25/2020,Quick Weight Loss Centers - Cinco Ranch,Fort Bend,Gulf Coast WDA,4,03/25/2020,04/07/2020,Houston
03/25/2020,Alsco - Kyle,Hays,Rural Capital WDA,3,03/27/2020,03/31/2020,Kyle
03/25/2020,Quick Weight Loss Centers - FM 1960,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Houston
03/25/2020,The St. Anthony Hotel,Bexar,Alamo WDA,208,03/27/2020,03/31/2020,San Antonio
03/25/2020,Legacy West,Collin,North Central Texas WDA,82,03/25/2020,03/27/2020,Plano
03/25/2020,FTS International Services-Aledo,Parker,North Central Texas WDA,72,03/16/2020,03/25/2020,Aledo
03/25/2020,Quick Weight Loss Centers - Humble,Harris,Gulf Coast WDA,3,03/25/2020,04/07/2020,Humble
03/25/2020,Quick Weight Loss Centers - Pasadene,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Pasadena
03/25/2020,Quick Weight Loss Centers - HWY 6,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Houston
03/25/2020,Pappasito's 11,Bexar,Alamo WDA,137,03/18/2020,04/08/2020,San Antonio
03/25/2020,Hyatt Regency Houston,Harris,Gulf Coast WDA,67,03/25/2020,04/13/2020,Houston
03/25/2020,Quick Weight Loss Centers - Spring Stuebner Rd,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Spring
03/25/2020,Alsco-Oliver St,Harris,Gulf Coast WDA,58,03/25/2020,04/09/2020,Houston
03/25/2020,Quick Weight Loss Centers - Katy,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Spring
03/25/2020,Saint Arnold Brewing Co.,Harris,Gulf Coast WDA,135,03/25/2020,04/24/2020,Houston
03/25/2020,Hyatt Regency Houston Galeria,Harris,Gulf Coast WDA,110,03/25/2020,04/13/2020,Houston
03/25/2020,Quick Weight Loss Centers - Pearland,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Webster
03/25/2020,Quick Weight Loss Center - 9000 SW Frwy,Harris,Gulf Coast WDA,5,03/25/2020,04/07/2020,Houston
03/25/2020,Quick Weight Loss Centers - Westheimer,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Houston
03/25/2020,Quick Weight Loss Centers - Cypress,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Cypress
03/25/2020,Quick Weight Loss Centers - Webster,Harris,Gulf Coast WDA,5,03/25/2020,04/07/2020,Webster
03/25/2020,Quick Weight Loss Centers - 2615 SW Frwy,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Houston
03/25/2020,Quick Weight Loss Centers - Spring Sawdust,Harris,Gulf Coast WDA,4,03/25/2020,04/07/2020,Spring
03/25/2020,Quick Weight Loss Centers - Rosenberg,Fort Bend,Gulf Coast WDA,4,03/25/2020,04/07/2020,Rosenberg
03/24/2020,Marriott City Place-Spicewood Village,Harris,Gulf Coast WDA,73,03/25/2020,04/30/2020,Spring
03/24/2020,Four Seasons Hotel-Houston,Harris,Gulf Coast WDA,344,03/23/2020,04/10/2020,Houston
03/24/2020,Jostens,Denton,North Central Texas WDA,142,03/24/2020,03/27/2020,Denton
03/24/2020,Cameron Mitchell Restaurants,Dallas,Dallas County WDA,125,03/16/2020,03/24/2020,Dallas
03/24/2020,Autobahn Imports,Tarrant,Tarrant County WDA,124,03/31/1930,04/22/2020,Ft. Worth
03/23/2020,Take 5 Department 548,Harris,Gulf Coast WDA,4,03/22/2020,04/08/2020,Webster
03/23/2020,Take 5 Department 511,Dallas,Dallas County WDA,7,03/22/2020,04/08/2020,Irving
03/23/2020,Schulte Companies-Richland Hills,Bexar,Alamo WDA,19,03/16/2020,04/08/2020,San Antonio
03/23/2020,Schulte Companies-Loop 1604,Bexar,Alamo WDA,13,03/16/2020,04/08/2020,San Antonio
03/23/2020,Schulte Companies-Navarro St.,Bexar,Alamo WDA,21,03/16/2020,04/08/2020,San Antonio
03/23/2020,Schulte Companies-Houston,Harris,Gulf Coast WDA,18,03/16/2020,04/08/2020,Houston
03/23/2020,Schulte Companies-Dallas,Dallas,Dallas County WDA,2,03/16/2020,04/08/2020,Dallas
03/23/2020,Schulte Companies-E. Houston,Bexar,Alamo WDA,22,03/16/2020,04/08/2020,San Antonio
03/23/2020,Schulte Companies-Cinema Ridge,Bexar,Alamo WDA,19,03/16/2020,04/08/2020,San Antonio
03/23/2020,Take 5 Department 527,Dallas,Dallas County WDA,7,03/23/2020,04/08/2020,Dallas
03/23/2020,Take 5 Department 512,Dallas,Dallas County WDA,5,03/22/2020,04/08/2020,Irving
03/23/2020,Take 5 Department 51,Dallas,Dallas County WDA,7,03/22/2020,04/08/2020,Garland
03/23/2020,Take 5 Department 203,Dallas,Dallas County WDA,3,03/22/2020,04/08/2020,Garland
